0.000000,0.000000,1.815799333e-04
0.000000,50.000000,1.527145942e-04
0.000000,100.000000,1.597617375e-04
0.000000,150.000000,1.333791006e-04
0.000000,200.000000,1.488320704e-04
0.000000,250.000000,1.485633111e-04
0.000000,300.000000,1.531260932e-04
0.000000,350.000000,1.680759888e-04
0.000000,400.000000,1.208558388e-04
0.000000,450.000000,1.702393056e-04
0.000000,500.000000,1.379571913e-04
0.000000,550.000000,1.262429432e-04
0.000000,600.000000,1.650985068e-04
0.000000,650.000000,1.428666437e-04
0.000000,700.000000,1.429256517e-04
0.000000,750.000000,1.737877756e-04
0.000000,800.000000,2.043304266e-04
0.000000,850.000000,2.135557443e-04
0.000000,900.000000,1.514840551e-04
0.000000,950.000000,1.814744610e-04
0.000000,1000.000000,2.205234050e-04
0.000000,1050.000000,1.944179821e-04
0.000000,1100.000000,1.908001868e-04
0.000000,1150.000000,1.978528308e-04
0.000000,1200.000000,2.235236607e-04
0.000000,1250.000000,2.069614275e-04
0.000000,1300.000000,2.090750058e-04
0.000000,1350.000000,2.353122836e-04
0.000000,1400.000000,2.380772203e-04
0.000000,1450.000000,2.250757825e-04
0.000000,1500.000000,2.251146507e-04
0.000000,1550.000000,2.686069929e-04
0.000000,1600.000000,2.164337930e-04
0.000000,1650.000000,2.338417689e-04
0.000000,1700.000000,2.175039117e-04
0.000000,1750.000000,2.204423363e-04
0.000000,1800.000000,2.288310498e-04
0.000000,1850.000000,2.089004847e-04
0.000000,1900.000000,2.213799162e-04
0.000000,1950.000000,1.964341936e-04
0.000000,2000.000000,2.215243148e-04
0.000000,2050.000000,1.963054528e-04
0.000000,2100.000000,1.995639323e-04
0.000000,2150.000000,2.169202635e-04
0.000000,2200.000000,1.829054527e-04
0.000000,2250.000000,2.183534816e-04
0.000000,2300.000000,2.038464299e-04
0.000000,2350.000000,1.812258706e-04
0.000000,2400.000000,2.060233674e-04
0.000000,2450.000000,1.825571380e-04
0.000000,2500.000000,1.810894173e-04
0.000000,2550.000000,1.431224227e-04
0.000000,2600.000000,1.737000421e-04
0.000000,2650.000000,1.654353691e-04
0.000000,2700.000000,1.480992069e-04
0.000000,2750.000000,1.489974093e-04
0.000000,2800.000000,1.397875749e-04
0.000000,2850.000000,7.378147711e-05
0.000000,2900.000000,1.235315867e-04
0.000000,2950.000000,1.357529254e-04
0.000000,3000.000000,1.330762316e-04
0.000000,3050.000000,1.253093360e-04
0.000000,3100.000000,1.179450337e-04
0.000000,3150.000000,1.103506438e-04
50.000000,0.000000,1.491043222e-04
50.000000,50.000000,1.264464809e-04
50.000000,100.000000,1.465194509e-04
50.000000,150.000000,1.490283175e-04
50.000000,200.000000,1.572861511e-04
50.000000,250.000000,1.339836745e-04
50.000000,300.000000,1.514798641e-04
50.000000,350.000000,1.625746518e-04
50.000000,400.000000,1.181945263e-04
50.000000,450.000000,1.661757415e-04
50.000000,500.000000,1.826889638e-04
50.000000,550.000000,1.677348482e-04
50.000000,600.000000,1.597447408e-04
50.000000,650.000000,1.434472360e-04
50.000000,700.000000,2.033326164e-04
50.000000,750.000000,1.592621848e-04
50.000000,800.000000,1.446719107e-04
50.000000,850.000000,1.875586167e-04
50.000000,900.000000,1.951818995e-04
50.000000,950.000000,1.322896715e-04
50.000000,1000.000000,2.077565587e-04
50.000000,1050.000000,2.008430893e-04
50.000000,1100.000000,2.480570402e-04
50.000000,1150.000000,2.126172767e-04
50.000000,1200.000000,2.082265855e-04
50.000000,1250.000000,2.296659659e-04
50.000000,1300.000000,2.407463908e-04
50.000000,1350.000000,2.076546079e-04
50.000000,1400.000000,2.258733584e-04
50.000000,1450.000000,1.913923334e-04
50.000000,1500.000000,2.329476265e-04
50.000000,1550.000000,2.330324496e-04
50.000000,1600.000000,2.305460366e-04
50.000000,1650.000000,2.462208504e-04
50.000000,1700.000000,2.143457823e-04
50.000000,1750.000000,2.212811087e-04
50.000000,1800.000000,2.486557350e-04
50.000000,1850.000000,2.308250405e-04
50.000000,1900.000000,2.189321822e-04
50.000000,1950.000000,2.121021244e-04
50.000000,2000.000000,2.229693346e-04
50.000000,2050.000000,1.916036854e-04
50.000000,2100.000000,1.968743018e-04
50.000000,2150.000000,2.199203154e-04
50.000000,2200.000000,2.257404267e-04
50.000000,2250.000000,2.144273603e-04
50.000000,2300.000000,1.831151312e-04
50.000000,2350.000000,1.924532698e-04
50.000000,2400.000000,1.605915022e-04
50.000000,2450.000000,1.673922961e-04
50.000000,2500.000000,2.109698398e-04
